ReportedYear,GeoDivision,Category,Subtype,Count_,CountCleared
2015,D53,Crimes Against the Person,Robbery-Financial,6,6
2015,D53,Crimes Against the Person,Robbery-Other,94,44
2015,D53,Crimes Against the Person,Sexual Violation,99,62
2015,D53,Criminal Code Traffic ,Other,67,65
2015,D53,Other Criminal Code Violations,Other,335,307
2015,D53,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,43,40
2015,D53,Other Federal Statute Violations,Other,3,3
2015,D54/D55,Controlled Drugs and Substances Act,Other,405,395
2015,D54/D55,Crimes Against Property,Auto Theft,193,14
2015,D54/D55,Crimes Against Property,Break & Enter-Apartment,182,62
2015,D54/D55,Crimes Against Property,Break & Enter-Commercial,145,44
2015,D54/D55,Crimes Against Property,Break & Enter-House,290,57
2015,D54/D55,Crimes Against Property,Break & Enter-Other,42,7
2015,D54/D55,Crimes Against Property,Fraud,580,113
2015,D54/D55,Crimes Against Property,Other,1321,377
2015,D54/D55,Crimes Against Property,Theft Over $5000,79,19
2015,D54/D55,Crimes Against Property,Theft Under $5000,3056,845
2015,D54/D55,Crimes Against the Person,Assault,1491,989
2015,D54/D55,Crimes Against the Person,Attempt Murder,10,10
2015,D54/D55,Crimes Against the Person,Other,546,312
2016,D12,Other Federal Statute Violations,Other,38,34
2016,D13,Controlled Drugs and Substances Act,Other,217,210
2016,D13,Crimes Against Property,Auto Theft,148,26
2016,D13,Crimes Against Property,Break & Enter-Apartment,83,17
2016,D13,Crimes Against Property,Break & Enter-Commercial,56,26
2015,D42,Crimes Against the Person,Other,377,191
2016,D13,Crimes Against Property,Break & Enter-House,103,20
2016,D13,Crimes Against Property,Break & Enter-Other,9,3
2016,D13,Crimes Against Property,Fraud,333,111
2016,D13,Crimes Against Property,Other,503,204
2015,D42,Crimes Against the Person,Robbery-Financial,5,5
2016,D13,Crimes Against Property,Theft Over $5000,37,11
2015,D42,Crimes Against the Person,Robbery-Other,238,105
2016,D13,Crimes Against Property,Theft Under $5000,1088,319
2015,D42,Crimes Against the Person,Sexual Violation,91,53
2016,D13,Crimes Against the Person,Assault,560,390
2015,D42,Criminal Code Traffic ,Other,163,162
2016,D13,Crimes Against the Person,Attempt Murder,1,1
2015,D42,Other Criminal Code Violations,Other,518,451
2016,D13,Crimes Against the Person,Other,163,103
2015,D42,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,88,83
2016,D13,Crimes Against the Person,Robbery-Financial,7,7
2016,D13,Crimes Against the Person,Robbery-Other,121,38
2015,D42,Other Federal Statute Violations,Other,20,19
2015,D43,Controlled Drugs and Substances Act,Other,333,317
2015,D43,Crimes Against Property,Auto Theft,181,28
2015,D43,Crimes Against Property,Break & Enter-Apartment,148,37
2015,D43,Crimes Against Property,Break & Enter-Commercial,87,34
2015,D43,Crimes Against Property,Break & Enter-House,223,56
2016,D13,Crimes Against the Person,Sexual Violation,73,47
2015,D43,Crimes Against Property,Break & Enter-Other,25,6
2016,D13,Criminal Code Traffic ,Other,96,93
2015,D43,Crimes Against Property,Fraud,546,268
2016,D13,Other Criminal Code Violations,Other,454,408
2015,D43,Crimes Against Property,Other,869,372
2016,D13,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,80,78
2015,D43,Crimes Against Property,Theft Over $5000,44,13
2016,D13,Other Federal Statute Violations,Other,19,17
2015,D43,Crimes Against Property,Theft Under $5000,2183,1017
2016,D14,Controlled Drugs and Substances Act,Other,434,405
2015,D43,Crimes Against the Person,Assault,1334,1007
2016,D14,Crimes Against Property,Auto Theft,182,34
2015,D43,Crimes Against the Person,Attempt Murder,11,7
2016,D14,Crimes Against Property,Break & Enter-Apartment,176,45
2015,D43,Crimes Against the Person,Other,568,336
2016,D14,Crimes Against Property,Break & Enter-Commercial,186,46
2015,D43,Crimes Against the Person,Robbery-Financial,8,8
2016,D14,Crimes Against Property,Break & Enter-House,84,17
2015,D43,Crimes Against the Person,Robbery-Other,310,153
2016,D14,Crimes Against Property,Break & Enter-Other,32,8
2015,D43,Crimes Against the Person,Sexual Violation,159,98
2016,D14,Crimes Against Property,Fraud,699,178
2015,D43,Criminal Code Traffic ,Other,121,119
2016,D14,Crimes Against Property,Other,1024,369
2015,D43,Other Criminal Code Violations,Other,1020,927
2016,D14,Crimes Against Property,Theft Over $5000,71,16
2015,D43,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,185,162
2016,D14,Crimes Against Property,Theft Under $5000,3199,675
2015,D43,Other Federal Statute Violations,Other,21,19
2016,D14,Crimes Against the Person,Assault,1337,808
2015,D51,Controlled Drugs and Substances Act,Other,491,475
2016,D14,Crimes Against the Person,Attempt Murder,15,9
2015,D51,Crimes Against Property,Auto Theft,92,15
2016,D14,Crimes Against the Person,Other,335,242
2015,D51,Crimes Against Property,Break & Enter-Apartment,202,50
2016,D14,Crimes Against the Person,Robbery-Financial,7,6
2015,D51,Crimes Against Property,Break & Enter-Commercial,176,25
2016,D14,Crimes Against the Person,Robbery-Other,227,101
2015,D51,Crimes Against Property,Break & Enter-House,34,5
2015,D51,Crimes Against Property,Break & Enter-Other,47,10
2015,D51,Crimes Against Property,Fraud,489,122
2015,D51,Crimes Against Property,Other,932,384
2015,D51,Crimes Against Property,Theft Over $5000,59,7
2015,D51,Crimes Against Property,Theft Under $5000,3328,695
2015,D51,Crimes Against the Person,Assault,1222,834
2015,D51,Crimes Against the Person,Attempt Murder,9,5
2015,D51,Crimes Against the Person,Other,294,158
2015,D51,Crimes Against the Person,Robbery-Financial,2,2
2015,D51,Crimes Against the Person,Robbery-Other,299,113
2015,D33,Crimes Against Property,Break & Enter-Commercial,60,16
2015,D51,Crimes Against the Person,Sexual Violation,175,84
2015,D51,Criminal Code Traffic ,Other,68,67
2015,D51,Other Criminal Code Violations,Other,816,768
2015,D51,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,123,118
2015,D51,Other Federal Statute Violations,Other,23,22
2015,D52,Controlled Drugs and Substances Act,Other,250,230
2015,D52,Crimes Against Property,Auto Theft,91,9
2015,D54/D55,Crimes Against the Person,Robbery-Financial,10,10
2015,D54/D55,Crimes Against the Person,Robbery-Other,278,110
2015,D54/D55,Crimes Against the Person,Sexual Violation,191,116
2015,D54/D55,Criminal Code Traffic ,Other,142,139
2015,D54/D55,Other Criminal Code Violations,Other,922,832
2015,D54/D55,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,130,127
2015,D54/D55,Other Federal Statute Violations,Other,15,15
2015,NSA,Controlled Drugs and Substances Act,Other,101,88
2015,NSA,Crimes Against Property,Auto Theft,7,1
2015,NSA,Crimes Against Property,Break & Enter-Apartment,3,1
2015,NSA,Crimes Against Property,Break & Enter-Commercial,3,0
2015,NSA,Crimes Against Property,Break & Enter-House,7,7
2015,NSA,Crimes Against Property,Break & Enter-Other,2,1
2015,NSA,Crimes Against Property,Fraud,128,75
2015,NSA,Crimes Against Property,Other,72,39
2015,NSA,Crimes Against Property,Theft Over $5000,3,1
2015,NSA,Crimes Against Property,Theft Under $5000,91,14
2015,NSA,Crimes Against the Person,Assault,88,40
2015,NSA,Crimes Against the Person,Other,34,14
2015,NSA,Crimes Against the Person,Robbery-Other,31,12
2015,NSA,Crimes Against the Person,Sexual Violation,86,15
2015,NSA,Criminal Code Traffic ,Other,59,57
2015,NSA,Other Criminal Code Violations,Other,120,112
2015,NSA,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,21,18
2015,D33,Crimes Against Property,Break & Enter-House,241,33
2015,NSA,Other Federal Statute Violations,Other,19,18
2015,D23,Crimes Against the Person,Other,308,150
2015,D33,Crimes Against Property,Break & Enter-Other,11,1
2016,D11,Controlled Drugs and Substances Act,Other,189,182
2015,D23,Crimes Against the Person,Robbery-Financial,4,1
2015,D33,Crimes Against Property,Fraud,436,134
2016,D11,Crimes Against Property,Auto Theft,91,12
2015,D23,Crimes Against the Person,Robbery-Other,251,96
2015,D33,Crimes Against Property,Other,559,201
2016,D11,Crimes Against Property,Break & Enter-Apartment,60,25
2015,D23,Crimes Against the Person,Sexual Violation,124,76
2015,D33,Crimes Against Property,Theft Over $5000,66,11
2016,D11,Crimes Against Property,Break & Enter-Commercial,63,8
2015,D23,Criminal Code Traffic ,Other,146,145
2015,D33,Crimes Against Property,Theft Under $5000,1756,706
2016,D11,Crimes Against Property,Break & Enter-House,99,21
2015,D23,Other Criminal Code Violations,Other,430,400
2015,D33,Crimes Against the Person,Assault,692,508
2016,D11,Crimes Against Property,Break & Enter-Other,13,5
2015,D23,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,86,76
2015,D33,Crimes Against the Person,Attempt Murder,3,1
2016,D11,Crimes Against Property,Fraud,373,99
2015,D23,Other Federal Statute Violations,Other,21,19
2015,D33,Crimes Against the Person,Other,253,144
2016,D11,Crimes Against Property,Other,677,202
2015,D31,Controlled Drugs and Substances Act,Other,406,374
2015,D33,Crimes Against the Person,Robbery-Financial,1,1
2016,D11,Crimes Against Property,Theft Over $5000,27,8
2015,D31,Crimes Against Property,Auto Theft,352,18
2015,D31,Crimes Against Property,Break & Enter-Apartment,104,27
2015,D31,Crimes Against Property,Break & Enter-Commercial,94,17
2015,D31,Crimes Against Property,Break & Enter-House,74,22
2015,D31,Crimes Against Property,Break & Enter-Other,6,1
2015,D31,Crimes Against Property,Fraud,475,161
2015,D31,Crimes Against Property,Other,767,282
2015,D31,Crimes Against Property,Theft Over $5000,76,13
2015,D31,Crimes Against Property,Theft Under $5000,1437,445
2015,D31,Crimes Against the Person,Assault,1120,752
2015,D31,Crimes Against the Person,Attempt Murder,20,18
2015,D31,Crimes Against the Person,Other,367,193
2015,D31,Crimes Against the Person,Robbery-Financial,4,3
2015,D31,Crimes Against the Person,Robbery-Other,267,106
2015,D31,Crimes Against the Person,Sexual Violation,179,103
2015,D31,Criminal Code Traffic ,Other,122,117
2015,D31,Other Criminal Code Violations,Other,794,711
2015,D31,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,217,172
2015,D31,Other Federal Statute Violations,Other,67,60
2015,D32,Controlled Drugs and Substances Act,Other,202,196
2015,D32,Crimes Against Property,Auto Theft,371,9
2015,D32,Crimes Against Property,Break & Enter-Apartment,147,12
2015,D32,Crimes Against Property,Break & Enter-Commercial,174,15
2015,D32,Crimes Against Property,Break & Enter-House,302,27
2015,D32,Crimes Against Property,Break & Enter-Other,19,1
2015,D32,Crimes Against Property,Fraud,811,184
2015,D32,Crimes Against Property,Other,966,331
2015,D32,Crimes Against Property,Theft Over $5000,113,13
2015,D32,Crimes Against Property,Theft Under $5000,2931,1092
2015,D32,Crimes Against the Person,Assault,961,588
2015,D32,Crimes Against the Person,Attempt Murder,11,7
2015,D32,Crimes Against the Person,Other,427,213
2015,D32,Crimes Against the Person,Robbery-Financial,5,3
2015,D32,Crimes Against the Person,Robbery-Other,118,37
2015,D32,Crimes Against the Person,Sexual Violation,151,81
2015,D32,Criminal Code Traffic ,Other,128,127
2015,D32,Other Criminal Code Violations,Other,609,553
2015,D32,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,74,62
2015,D32,Other Federal Statute Violations,Other,27,27
2015,D33,Controlled Drugs and Substances Act,Other,152,130
2015,D33,Crimes Against Property,Auto Theft,169,11
2016,D11,Crimes Against Property,Theft Under $5000,2063,873
2016,D11,Crimes Against the Person,Assault,672,461
2016,D11,Crimes Against the Person,Attempt Murder,2,0
2016,D11,Crimes Against the Person,Other,207,130
2016,D11,Crimes Against the Person,Robbery-Financial,5,5
2016,D11,Crimes Against the Person,Robbery-Other,143,60
2016,D11,Crimes Against the Person,Sexual Violation,105,66
2016,D11,Criminal Code Traffic ,Other,99,94
2016,D11,Other Criminal Code Violations,Other,598,552
2016,D11,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,73,72
2016,D11,Other Federal Statute Violations,Other,19,17
2016,D12,Controlled Drugs and Substances Act,Other,275,271
2016,D12,Crimes Against Property,Auto Theft,204,24
2016,D12,Crimes Against Property,Break & Enter-Apartment,68,30
2016,D12,Crimes Against Property,Break & Enter-Commercial,70,37
2016,D12,Crimes Against Property,Break & Enter-House,73,32
2015,D33,Crimes Against the Person,Robbery-Other,116,55
2015,D33,Crimes Against the Person,Sexual Violation,98,60
2015,D33,Criminal Code Traffic ,Other,107,100
2015,D33,Other Criminal Code Violations,Other,370,335
2015,D33,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,60,56
2015,D33,Other Federal Statute Violations,Other,14,11
2015,D41,Controlled Drugs and Substances Act,Other,384,362
2015,D41,Crimes Against Property,Auto Theft,231,15
2015,D41,Crimes Against Property,Break & Enter-Apartment,160,33
2015,D41,Crimes Against Property,Break & Enter-Commercial,167,40
2015,D41,Crimes Against Property,Break & Enter-House,254,76
2016,D14,Other Criminal Code Violations,Other,890,825
2015,D41,Crimes Against Property,Break & Enter-Other,20,4
2015,D41,Crimes Against Property,Fraud,506,125
2015,D41,Crimes Against Property,Other,925,389
2015,D41,Crimes Against Property,Theft Over $5000,64,17
2015,D41,Crimes Against Property,Theft Under $5000,2681,1107
2015,D41,Crimes Against the Person,Assault,1343,939
2015,D41,Crimes Against the Person,Attempt Murder,9,2
2015,D41,Crimes Against the Person,Other,443,272
2015,D41,Crimes Against the Person,Robbery-Financial,3,3
2015,D41,Crimes Against the Person,Robbery-Other,276,99
2015,D41,Crimes Against the Person,Sexual Violation,152,97
2015,D41,Criminal Code Traffic ,Other,145,145
2015,D41,Other Criminal Code Violations,Other,1267,1189
2015,D41,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,144,129
2015,D41,Other Federal Statute Violations,Other,19,18
2015,D42,Controlled Drugs and Substances Act,Other,242,226
2015,D42,Crimes Against Property,Auto Theft,236,11
2015,D42,Crimes Against Property,Break & Enter-Apartment,51,10
2015,D42,Crimes Against Property,Break & Enter-Commercial,115,32
2015,D42,Crimes Against Property,Break & Enter-House,368,66
2015,D42,Crimes Against Property,Break & Enter-Other,15,3
2015,D42,Crimes Against Property,Fraud,512,235
2015,D42,Crimes Against Property,Other,693,224
2015,D42,Crimes Against Property,Theft Over $5000,58,8
2015,D42,Crimes Against Property,Theft Under $5000,1670,618
2015,D42,Crimes Against the Person,Assault,872,587
2015,D42,Crimes Against the Person,Attempt Murder,2,1
2016,D14,Crimes Against the Person,Sexual Violation,149,75
2016,D14,Criminal Code Traffic ,Other,134,133
2016,D14,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,82,79
2016,D14,Other Federal Statute Violations,Other,12,9
2016,D22,Controlled Drugs and Substances Act,Other,171,161
2016,D22,Crimes Against Property,Auto Theft,349,46
2016,D22,Crimes Against Property,Break & Enter-Apartment,93,28
2016,D22,Crimes Against Property,Break & Enter-Commercial,144,48
2016,D22,Crimes Against Property,Break & Enter-House,200,45
2016,D22,Crimes Against Property,Break & Enter-Other,29,10
2016,D22,Crimes Against Property,Fraud,710,129
2016,D22,Crimes Against Property,Other,886,232
2016,D22,Crimes Against Property,Theft Over $5000,87,18
2016,D22,Crimes Against Property,Theft Under $5000,2193,652
2016,D22,Crimes Against the Person,Assault,856,574
2016,D22,Crimes Against the Person,Attempt Murder,5,2
2016,D22,Crimes Against the Person,Other,311,152
2016,D22,Crimes Against the Person,Robbery-Financial,7,5
2016,D22,Crimes Against the Person,Robbery-Other,165,83
2016,D22,Crimes Against the Person,Sexual Violation,111,63
2016,D22,Criminal Code Traffic ,Other,135,131
2016,D22,Other Criminal Code Violations,Other,814,739
2016,D22,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,56,52
2016,D22,Other Federal Statute Violations,Other,28,22
2016,D23,Controlled Drugs and Substances Act,Other,185,176
2016,D23,Crimes Against Property,Auto Theft,552,44
2016,D23,Crimes Against Property,Break & Enter-Apartment,72,12
2016,D23,Crimes Against Property,Break & Enter-Commercial,121,13
2016,D23,Crimes Against Property,Break & Enter-House,91,8
2016,D23,Crimes Against Property,Break & Enter-Other,24,2
2016,D23,Crimes Against Property,Fraud,485,156
2016,D23,Crimes Against Property,Other,622,197
2016,D23,Crimes Against Property,Theft Over $5000,60,6
2016,D23,Crimes Against Property,Theft Under $5000,1604,440
2016,D23,Crimes Against the Person,Assault,903,575
2016,D23,Crimes Against the Person,Attempt Murder,10,6
2016,D23,Crimes Against the Person,Other,252,130
2016,D23,Crimes Against the Person,Robbery-Financial,7,5
2016,D23,Crimes Against the Person,Robbery-Other,322,104
2016,D23,Crimes Against the Person,Sexual Violation,90,55
2016,D23,Criminal Code Traffic ,Other,124,120
2016,D23,Other Criminal Code Violations,Other,478,424
2016,D23,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,88,83
2016,D23,Other Federal Statute Violations,Other,13,12
2016,D31,Controlled Drugs and Substances Act,Other,360,340
2016,D31,Crimes Against Property,Auto Theft,397,29
2016,D31,Crimes Against Property,Break & Enter-Apartment,68,23
2016,D31,Crimes Against Property,Break & Enter-Commercial,79,24
2016,D31,Crimes Against Property,Break & Enter-House,67,13
2017,D22,Crimes Against Property,Fraud,728,154
2016,NSA,Crimes Against Property,Fraud,179,42
2016,D33,Crimes Against the Person,Sexual Violation,100,62
2016,D52,Crimes Against the Person,Sexual Violation,171,95
2017,D22,Crimes Against Property,Other,827,267
2017,D22,Crimes Against Property,Theft Over $5000,85,15
2017,D22,Crimes Against Property,Theft Under $5000,2434,672
2017,D22,Crimes Against the Person,Assault,980,571
2017,D22,Crimes Against the Person,Attempt Murder,7,5
2017,D22,Crimes Against the Person,Other,280,157
2017,D22,Crimes Against the Person,Robbery-Financial,19,15
2017,D22,Crimes Against the Person,Robbery-Other,175,77
2017,D22,Crimes Against the Person,Sexual Violation,128,66
2017,D22,Criminal Code Traffic ,Other,138,135
2017,D22,Other Criminal Code Violations,Other,1177,1050
2017,D22,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,71,66
2017,D22,Other Federal Statute Violations,Other,20,16
2017,D23,Controlled Drugs and Substances Act,Other,144,136
2017,D23,Crimes Against Property,Auto Theft,549,43
2017,D23,Crimes Against Property,Break & Enter-Apartment,70,8
2017,D23,Crimes Against Property,Break & Enter-Commercial,109,25
2017,D23,Crimes Against Property,Break & Enter-House,116,15
2017,D23,Crimes Against Property,Break & Enter-Other,16,4
2017,D23,Crimes Against Property,Fraud,609,129
2017,D23,Crimes Against Property,Other,653,197
2017,D23,Crimes Against Property,Theft Over $5000,83,19
2017,D23,Crimes Against Property,Theft Under $5000,1636,480
2017,D23,Crimes Against the Person,Assault,925,566
2017,D23,Crimes Against the Person,Attempt Murder,9,5
2017,D23,Crimes Against the Person,Other,302,187
2017,D23,Crimes Against the Person,Robbery-Financial,8,6
2017,D23,Crimes Against the Person,Robbery-Other,279,80
2017,D23,Crimes Against the Person,Sexual Violation,107,72
2017,D23,Criminal Code Traffic ,Other,106,102
2017,D23,Other Criminal Code Violations,Other,464,421
2017,D23,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,88,73
2017,D23,Other Federal Statute Violations,Other,15,14
2017,D31,Controlled Drugs and Substances Act,Other,278,265
2017,D31,Crimes Against Property,Auto Theft,394,24
2017,D31,Crimes Against Property,Break & Enter-Apartment,90,41
2017,D31,Crimes Against Property,Break & Enter-Commercial,64,8
2017,D31,Crimes Against Property,Break & Enter-House,87,11
2017,D31,Crimes Against Property,Break & Enter-Other,16,2
2017,D31,Crimes Against Property,Fraud,566,90
2017,D31,Crimes Against Property,Other,841,298
2017,D31,Crimes Against Property,Theft Over $5000,99,11
2017,D31,Crimes Against Property,Theft Under $5000,1794,501
2017,D31,Crimes Against the Person,Assault,1276,847
2017,D31,Crimes Against the Person,Attempt Murder,30,17
2017,D31,Crimes Against the Person,Other,337,193
2017,D31,Crimes Against the Person,Robbery-Financial,5,5
2017,D31,Crimes Against the Person,Robbery-Other,272,103
2017,D31,Crimes Against the Person,Sexual Violation,163,104
2016,D43,Crimes Against Property,Break & Enter-Other,23,9
2016,D31,Crimes Against Property,Break & Enter-Other,13,1
2016,NSA,Crimes Against Property,Other,141,50
2016,D33,Criminal Code Traffic ,Other,103,103
2016,NSA,Crimes Against Property,Theft Over $5000,16,2
2016,D52,Criminal Code Traffic ,Other,91,89
2016,D33,Other Criminal Code Violations,Other,396,349
2016,NSA,Crimes Against Property,Theft Under $5000,174,33
2016,D52,Other Criminal Code Violations,Other,1815,1721
2016,D33,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,55,52
2016,NSA,Crimes Against the Person,Assault,158,57
2016,D52,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,126,120
2016,NSA,Crimes Against the Person,Attempt Murder,2,2
2016,D33,Other Federal Statute Violations,Other,2,2
2016,NSA,Crimes Against the Person,Other,58,30
2016,D41,Controlled Drugs and Substances Act,Other,332,307
2016,D43,Crimes Against Property,Fraud,610,131
2016,D31,Crimes Against Property,Fraud,550,106
2016,NSA,Crimes Against the Person,Robbery-Financial,17,17
2016,D52,Other Federal Statute Violations,Other,30,27
2016,D53,Controlled Drugs and Substances Act,Other,120,115
2016,D41,Crimes Against Property,Auto Theft,230,30
2017,D31,Criminal Code Traffic ,Other,151,144
2016,D53,Crimes Against Property,Auto Theft,101,22
2016,NSA,Crimes Against the Person,Robbery-Other,57,35
2016,D41,Crimes Against Property,Break & Enter-Apartment,135,40
2016,D31,Crimes Against Property,Other,845,300
2017,D31,Other Criminal Code Violations,Other,975,892
2016,D43,Crimes Against Property,Other,934,399
2016,D53,Crimes Against Property,Break & Enter-Apartment,78,14
2016,NSA,Crimes Against the Person,Sexual Violation,116,29
2016,D41,Crimes Against Property,Break & Enter-Commercial,175,39
2016,D31,Crimes Against Property,Theft Over $5000,76,14
2017,D31,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,179,153
2017,D12,Criminal Code Traffic ,Other,79,79
2016,D43,Crimes Against Property,Theft Over $5000,46,17
2016,D53,Crimes Against Property,Break & Enter-Commercial,123,40
2016,NSA,Criminal Code Traffic ,Other,63,61
2016,D41,Crimes Against Property,Break & Enter-House,192,39
2016,D31,Crimes Against Property,Theft Under $5000,1590,436
2017,D31,Other Federal Statute Violations,Other,30,26
2017,D12,Other Criminal Code Violations,Other,514,487
2016,D43,Crimes Against Property,Theft Under $5000,2120,945
2016,D53,Crimes Against Property,Break & Enter-House,191,37
2016,NSA,Other Criminal Code Violations,Other,236,213
2016,D41,Crimes Against Property,Break & Enter-Other,24,5
2016,D31,Crimes Against the Person,Assault,1232,807
2017,D32,Controlled Drugs and Substances Act,Other,100,93
2017,D12,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,71,62
2016,D43,Crimes Against the Person,Assault,1474,1125
2016,D53,Crimes Against Property,Break & Enter-Other,20,9
2016,NSA,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,29,22
2016,D41,Crimes Against Property,Fraud,564,93
2016,D31,Crimes Against the Person,Attempt Murder,20,7
2017,D32,Crimes Against Property,Auto Theft,393,40
2017,D12,Other Federal Statute Violations,Other,21,21
2016,D43,Crimes Against the Person,Attempt Murder,7,7
2016,D53,Crimes Against Property,Fraud,621,121
2016,NSA,Other Federal Statute Violations,Other,19,8
2016,D41,Crimes Against Property,Other,978,388
2016,D31,Crimes Against the Person,Other,307,172
2017,D32,Crimes Against Property,Break & Enter-Apartment,91,11
2017,D13,Controlled Drugs and Substances Act,Other,173,159
2016,D43,Crimes Against the Person,Other,467,279
2016,D53,Crimes Against Property,Other,727,246
2017,D11,Controlled Drugs and Substances Act,Other,156,150
2016,D41,Crimes Against Property,Theft Over $5000,75,18
2016,D31,Crimes Against the Person,Robbery-Financial,4,2
2017,D32,Crimes Against Property,Break & Enter-Commercial,155,17
2017,D13,Crimes Against Property,Auto Theft,123,31
2016,D43,Crimes Against the Person,Robbery-Financial,10,8
2016,D53,Crimes Against Property,Theft Over $5000,68,10
2017,D11,Crimes Against Property,Auto Theft,132,28
2016,D41,Crimes Against Property,Theft Under $5000,2709,1070
2016,D31,Crimes Against the Person,Robbery-Other,252,94
2016,D31,Crimes Against the Person,Sexual Violation,155,86
2016,D31,Criminal Code Traffic ,Other,129,118
2016,D31,Other Criminal Code Violations,Other,824,741
2016,D31,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,217,169
2016,D31,Other Federal Statute Violations,Other,40,36
2016,D32,Controlled Drugs and Substances Act,Other,130,110
2016,D32,Crimes Against Property,Auto Theft,391,29
2016,D32,Crimes Against Property,Break & Enter-Apartment,73,15
2016,D32,Crimes Against Property,Break & Enter-Commercial,135,16
2016,D32,Crimes Against Property,Break & Enter-House,379,32
2016,D32,Crimes Against Property,Break & Enter-Other,28,5
2016,D32,Crimes Against Property,Fraud,843,154
2016,D32,Crimes Against Property,Other,1169,491
2016,D32,Crimes Against Property,Theft Over $5000,114,15
2016,D32,Crimes Against Property,Theft Under $5000,3365,1358
2016,D32,Crimes Against the Person,Assault,1114,695
2016,D32,Crimes Against the Person,Attempt Murder,15,9
2016,D32,Crimes Against the Person,Other,381,178
2016,D32,Crimes Against the Person,Robbery-Financial,14,12
2016,D32,Crimes Against the Person,Robbery-Other,166,43
2016,D32,Crimes Against the Person,Sexual Violation,157,73
2016,D32,Criminal Code Traffic ,Other,128,121
2016,D32,Other Criminal Code Violations,Other,690,605
2016,D32,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,94,74
2016,D32,Other Federal Statute Violations,Other,21,17
2016,D33,Controlled Drugs and Substances Act,Other,124,114
2016,D33,Crimes Against Property,Auto Theft,159,16
2016,D33,Crimes Against Property,Break & Enter-Apartment,98,18
2016,D33,Crimes Against Property,Break & Enter-Commercial,38,6
2016,D33,Crimes Against Property,Break & Enter-House,207,28
2016,D33,Crimes Against Property,Break & Enter-Other,15,8
2016,D33,Crimes Against Property,Fraud,528,98
2016,D33,Crimes Against Property,Other,566,200
2016,D33,Crimes Against Property,Theft Over $5000,41,12
2016,D33,Crimes Against Property,Theft Under $5000,1890,813
2016,D33,Crimes Against the Person,Assault,676,473
2016,D33,Crimes Against the Person,Attempt Murder,4,1
2016,D33,Crimes Against the Person,Other,263,160
2016,D33,Crimes Against the Person,Robbery-Financial,3,3
2016,D33,Crimes Against the Person,Robbery-Other,131,55
2017,D32,Crimes Against Property,Break & Enter-House,489,36
2017,D11,Crimes Against Property,Break & Enter-Apartment,74,17
2017,D13,Crimes Against Property,Break & Enter-Apartment,103,31
2017,D32,Crimes Against Property,Break & Enter-Other,14,3
2016,D41,Crimes Against the Person,Assault,1308,912
2017,D11,Crimes Against Property,Break & Enter-Commercial,79,21
2016,D53,Crimes Against Property,Theft Under $5000,2287,892
2017,D13,Crimes Against Property,Break & Enter-Commercial,69,40
2017,D32,Crimes Against Property,Fraud,893,143
2016,D41,Crimes Against the Person,Attempt Murder,5,3
2017,D11,Crimes Against Property,Break & Enter-House,113,29
2016,D53,Crimes Against the Person,Assault,636,450
2016,D43,Crimes Against the Person,Robbery-Other,262,131
2017,D13,Crimes Against Property,Break & Enter-House,157,29
2017,D32,Crimes Against Property,Other,1147,568
2016,D41,Crimes Against the Person,Other,381,234
2017,D11,Crimes Against Property,Break & Enter-Other,11,4
2016,D53,Crimes Against the Person,Attempt Murder,8,8
2016,D53,Crimes Against the Person,Other,235,133
2016,D53,Crimes Against the Person,Robbery-Financial,6,4
2016,D53,Crimes Against the Person,Robbery-Other,96,37
2016,D53,Crimes Against the Person,Sexual Violation,88,44
2016,D53,Criminal Code Traffic ,Other,57,55
2016,D53,Other Criminal Code Violations,Other,490,454
2016,D53,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,63,56
2016,D53,Other Federal Statute Violations,Other,16,13
2016,D54/D55,Controlled Drugs and Substances Act,Other,322,302
2016,D54/D55,Crimes Against Property,Auto Theft,171,27
