ReportedYear,GeoDivision,Category,Subtype,Count_,CountCleared
2016,D54/D55,Crimes Against Property,Break & Enter-Apartment,181,69
2016,D54/D55,Crimes Against Property,Break & Enter-Commercial,174,74
2016,D54/D55,Crimes Against Property,Break & Enter-House,327,82
2016,D54/D55,Crimes Against Property,Break & Enter-Other,68,16
2016,D54/D55,Crimes Against Property,Fraud,671,109
2016,D54/D55,Crimes Against Property,Other,1327,428
2016,D54/D55,Crimes Against Property,Theft Over $5000,95,14
2016,D54/D55,Crimes Against Property,Theft Under $5000,3316,958
2016,D54/D55,Crimes Against the Person,Assault,1345,880
2016,D54/D55,Crimes Against the Person,Attempt Murder,11,10
2016,D54/D55,Crimes Against the Person,Other,463,249
2016,D54/D55,Crimes Against the Person,Robbery-Financial,4,4
2016,D54/D55,Crimes Against the Person,Robbery-Other,280,127
2016,D54/D55,Crimes Against the Person,Sexual Violation,197,104
2016,D54/D55,Criminal Code Traffic ,Other,159,150
2016,D54/D55,Other Criminal Code Violations,Other,963,879
2017,D33,Other Criminal Code Violations,Other,350,311
2016,D54/D55,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,147,134
2016,D54/D55,Other Federal Statute Violations,Other,15,14
2016,NSA,Controlled Drugs and Substances Act,Other,113,104
2016,NSA,Crimes Against Property,Auto Theft,23,6
2016,NSA,Crimes Against Property,Break & Enter-Apartment,4,1
2016,NSA,Crimes Against Property,Break & Enter-Commercial,3,1
2016,NSA,Crimes Against Property,Break & Enter-House,7,3
2017,D11,Crimes Against Property,Fraud,382,70
2017,D13,Crimes Against Property,Break & Enter-Other,13,4
2017,D32,Crimes Against Property,Theft Over $5000,133,18
2017,D11,Crimes Against Property,Other,721,200
2016,D41,Crimes Against the Person,Robbery-Financial,1,1
2017,D13,Crimes Against Property,Fraud,301,101
2017,D32,Crimes Against Property,Theft Under $5000,3449,1220
2017,D11,Crimes Against Property,Theft Over $5000,41,5
2016,D41,Crimes Against the Person,Robbery-Other,244,101
2017,D13,Crimes Against Property,Other,497,205
2017,D32,Crimes Against the Person,Assault,1042,658
2017,D11,Crimes Against Property,Theft Under $5000,2265,755
2016,D41,Crimes Against the Person,Sexual Violation,124,90
2017,D13,Crimes Against Property,Theft Over $5000,47,15
2017,D32,Crimes Against the Person,Attempt Murder,5,1
2017,D11,Crimes Against the Person,Assault,662,454
2016,D41,Criminal Code Traffic ,Other,173,166
2017,D13,Crimes Against Property,Theft Under $5000,1139,266
2017,D32,Crimes Against the Person,Other,365,229
2017,D11,Crimes Against the Person,Attempt Murder,3,1
2016,D41,Other Criminal Code Violations,Other,1328,1256
2017,D13,Crimes Against the Person,Assault,511,384
2017,D32,Crimes Against the Person,Robbery-Financial,13,8
2017,D11,Crimes Against the Person,Other,210,121
2016,D41,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,130,119
2016,D41,Other Federal Statute Violations,Other,14,13
2016,D42,Controlled Drugs and Substances Act,Other,141,133
2016,D42,Crimes Against Property,Auto Theft,224,14
2016,D42,Crimes Against Property,Break & Enter-Apartment,48,10
2016,D42,Crimes Against Property,Break & Enter-Commercial,118,11
2016,D42,Crimes Against Property,Break & Enter-House,282,35
2016,D42,Crimes Against Property,Break & Enter-Other,16,5
2016,D42,Crimes Against Property,Fraud,596,99
2016,D42,Crimes Against Property,Other,647,198
2016,D42,Crimes Against Property,Theft Over $5000,60,11
2016,D42,Crimes Against Property,Theft Under $5000,1746,577
2016,D42,Crimes Against the Person,Assault,894,586
2016,D42,Crimes Against the Person,Attempt Murder,2,2
2016,D42,Crimes Against the Person,Other,335,170
2016,D42,Crimes Against the Person,Robbery-Financial,6,6
2016,D42,Crimes Against the Person,Robbery-Other,228,86
2016,D42,Crimes Against the Person,Sexual Violation,100,56
2016,D42,Criminal Code Traffic ,Other,167,165
2016,D42,Other Criminal Code Violations,Other,549,488
2016,D42,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,98,89
2016,D42,Other Federal Statute Violations,Other,22,22
2016,D43,Controlled Drugs and Substances Act,Other,375,354
2016,D43,Crimes Against Property,Auto Theft,135,54
2016,D43,Crimes Against Property,Break & Enter-Apartment,86,27
2016,D43,Crimes Against Property,Break & Enter-Commercial,95,33
2016,D43,Crimes Against Property,Break & Enter-House,175,42
2016,D43,Crimes Against the Person,Sexual Violation,189,130
2017,D13,Crimes Against the Person,Attempt Murder,9,7
2017,D32,Crimes Against the Person,Robbery-Other,256,81
2017,D13,Crimes Against the Person,Other,143,108
2017,D11,Crimes Against the Person,Robbery-Financial,12,12
2017,D32,Crimes Against the Person,Sexual Violation,144,78
2017,D13,Crimes Against the Person,Robbery-Financial,4,3
2017,D11,Crimes Against the Person,Robbery-Other,148,58
2017,D32,Criminal Code Traffic ,Other,93,89
2017,D13,Crimes Against the Person,Robbery-Other,127,39
2017,D11,Crimes Against the Person,Sexual Violation,96,55
2017,D32,Other Criminal Code Violations,Other,791,701
2017,D13,Crimes Against the Person,Sexual Violation,63,39
2017,D11,Criminal Code Traffic ,Other,91,89
2017,D32,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,85,78
2017,D13,Criminal Code Traffic ,Other,96,94
2017,D11,Other Criminal Code Violations,Other,516,455
2017,D32,Other Federal Statute Violations,Other,13,13
2017,D13,Other Criminal Code Violations,Other,477,441
2017,D11,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,63,56
2017,D33,Controlled Drugs and Substances Act,Other,58,51
2017,D13,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,50,46
2017,D11,Other Federal Statute Violations,Other,8,8
2017,D33,Crimes Against Property,Auto Theft,202,23
2017,D13,Other Federal Statute Violations,Other,15,12
2017,D12,Controlled Drugs and Substances Act,Other,217,212
2017,D33,Crimes Against Property,Break & Enter-Apartment,91,25
2017,D14,Controlled Drugs and Substances Act,Other,456,440
2017,D12,Crimes Against Property,Auto Theft,223,69
2017,D33,Crimes Against Property,Break & Enter-Commercial,63,5
2017,D14,Crimes Against Property,Auto Theft,154,32
2017,D12,Crimes Against Property,Break & Enter-Apartment,60,32
2017,D12,Crimes Against Property,Break & Enter-Commercial,70,25
2017,D12,Crimes Against Property,Break & Enter-House,86,23
2017,D12,Crimes Against Property,Break & Enter-Other,16,12
2017,D12,Crimes Against Property,Fraud,386,106
2017,D12,Crimes Against Property,Other,582,256
2017,D12,Crimes Against Property,Theft Over $5000,38,15
2017,D12,Crimes Against Property,Theft Under $5000,1307,464
2017,D12,Crimes Against the Person,Assault,671,508
2017,D12,Crimes Against the Person,Attempt Murder,12,9
2017,D12,Crimes Against the Person,Other,172,125
2017,D12,Crimes Against the Person,Robbery-Financial,2,2
2017,D12,Crimes Against the Person,Robbery-Other,173,76
2017,D12,Crimes Against the Person,Sexual Violation,95,58
2016,D43,Criminal Code Traffic ,Other,160,155
2017,D14,Crimes Against Property,Break & Enter-Apartment,212,51
2017,D33,Crimes Against Property,Break & Enter-House,220,33
2016,D43,Other Criminal Code Violations,Other,1111,1021
2017,D14,Crimes Against Property,Break & Enter-Commercial,198,51
2017,D33,Crimes Against Property,Break & Enter-Other,15,4
2016,D43,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,167,160
2017,D14,Crimes Against Property,Break & Enter-House,100,21
2017,D33,Crimes Against Property,Fraud,535,87
2016,D43,Other Federal Statute Violations,Other,22,21
2017,D14,Crimes Against Property,Break & Enter-Other,37,6
2017,D33,Crimes Against Property,Other,537,169
2016,D51,Controlled Drugs and Substances Act,Other,539,517
2017,D14,Crimes Against Property,Fraud,765,247
2017,D33,Crimes Against Property,Theft Over $5000,63,11
2016,D51,Crimes Against Property,Auto Theft,82,10
2017,D14,Crimes Against Property,Other,1221,429
2017,D33,Crimes Against Property,Theft Under $5000,2098,843
2016,D51,Crimes Against Property,Break & Enter-Apartment,214,46
2017,D14,Crimes Against Property,Theft Over $5000,70,10
2017,D33,Crimes Against the Person,Assault,675,471
2016,D51,Crimes Against Property,Break & Enter-Commercial,174,45
2017,D14,Crimes Against Property,Theft Under $5000,3675,765
2017,D33,Crimes Against the Person,Attempt Murder,7,7
2016,D51,Crimes Against Property,Break & Enter-House,30,6
2017,D14,Crimes Against the Person,Assault,1428,918
2017,D33,Crimes Against the Person,Other,241,157
2016,D51,Crimes Against Property,Break & Enter-Other,40,7
2017,D14,Crimes Against the Person,Attempt Murder,8,3
2017,D33,Crimes Against the Person,Robbery-Financial,2,2
2016,D51,Crimes Against Property,Fraud,641,152
2017,D14,Crimes Against the Person,Other,320,216
2017,D33,Crimes Against the Person,Robbery-Other,127,52
2016,D51,Crimes Against Property,Other,1080,453
2017,D14,Crimes Against the Person,Robbery-Financial,5,5
2017,D33,Crimes Against the Person,Sexual Violation,93,56
2016,D51,Crimes Against Property,Theft Over $5000,85,17
2017,D14,Crimes Against the Person,Robbery-Other,203,90
2017,D33,Criminal Code Traffic ,Other,91,87
2016,D51,Crimes Against Property,Theft Under $5000,3889,993
2017,D14,Crimes Against the Person,Sexual Violation,170,105
2016,D51,Crimes Against the Person,Assault,1389,854
2017,D14,Criminal Code Traffic ,Other,125,118
2017,D33,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,67,59
2016,D51,Crimes Against the Person,Attempt Murder,14,9
2017,D14,Other Criminal Code Violations,Other,919,861
2017,D33,Other Federal Statute Violations,Other,9,7
2017,D41,Controlled Drugs and Substances Act,Other,228,216
2017,D41,Crimes Against Property,Auto Theft,251,36
2017,D41,Crimes Against Property,Break & Enter-Apartment,145,30
2017,D41,Crimes Against Property,Break & Enter-Commercial,227,65
2017,D41,Crimes Against Property,Break & Enter-House,159,39
2017,D41,Crimes Against Property,Break & Enter-Other,37,13
2017,D14,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,99,92
2017,D14,Other Federal Statute Violations,Other,9,7
2017,D22,Controlled Drugs and Substances Act,Other,196,182
2017,D22,Crimes Against Property,Auto Theft,323,37
2017,D22,Crimes Against Property,Break & Enter-Apartment,81,33
2017,D22,Crimes Against Property,Break & Enter-Commercial,145,60
2017,D22,Crimes Against Property,Break & Enter-House,179,48
2017,D22,Crimes Against Property,Break & Enter-Other,17,8
2016,D51,Crimes Against the Person,Other,285,175
2016,D51,Crimes Against the Person,Robbery-Financial,2,2
2016,D51,Crimes Against the Person,Robbery-Other,290,103
2016,D51,Crimes Against the Person,Sexual Violation,192,108
2016,D51,Criminal Code Traffic ,Other,72,71
2016,D51,Other Criminal Code Violations,Other,1058,1015
2016,D51,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,151,136
2016,D51,Other Federal Statute Violations,Other,21,20
2016,D52,Controlled Drugs and Substances Act,Other,242,231
2016,D52,Crimes Against Property,Auto Theft,80,22
2016,D52,Crimes Against Property,Break & Enter-Apartment,85,22
2016,D52,Crimes Against Property,Break & Enter-Commercial,162,51
2016,D52,Crimes Against Property,Break & Enter-House,3,2
2016,D52,Crimes Against Property,Break & Enter-Other,30,10
2016,D52,Crimes Against Property,Fraud,908,223
2016,D52,Crimes Against Property,Other,1013,429
2016,D52,Crimes Against Property,Theft Over $5000,88,26
2016,D52,Crimes Against Property,Theft Under $5000,5079,1866
2016,D52,Crimes Against the Person,Assault,1271,794
2016,D52,Crimes Against the Person,Attempt Murder,6,6
2016,D52,Crimes Against the Person,Other,368,221
2016,D52,Crimes Against the Person,Robbery-Financial,1,1
2016,D52,Crimes Against the Person,Robbery-Other,156,73
2017,D53,Crimes Against Property,Fraud,572,91
2017,D53,Crimes Against Property,Other,730,220
2017,D43,Criminal Code Traffic ,Other,187,178
2017,D53,Crimes Against Property,Theft Over $5000,76,9
2017,D53,Crimes Against Property,Theft Under $5000,2656,653
2017,D53,Crimes Against the Person,Assault,681,469
2017,D53,Crimes Against the Person,Attempt Murder,1,0
2017,D43,Other Criminal Code Violations,Other,1308,1200
2017,D53,Crimes Against the Person,Other,227,142
2017,D43,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,165,152
2017,D53,Crimes Against the Person,Robbery-Financial,5,4
2017,D43,Other Federal Statute Violations,Other,18,15
2018,D13,Crimes Against Property,Fraud,343,70
2017,D53,Crimes Against the Person,Robbery-Other,123,53
2017,D51,Controlled Drugs and Substances Act,Other,448,430
2017,D53,Crimes Against the Person,Sexual Violation,105,55
2018,D13,Crimes Against Property,Other,579,180
2017,D51,Crimes Against Property,Auto Theft,110,10
2017,D53,Criminal Code Traffic ,Other,58,57
2018,D13,Crimes Against Property,Theft Over $5000,32,11
2017,D51,Crimes Against Property,Break & Enter-Apartment,263,67
2018,D32,Crimes Against Property,Fraud,1066,134
2017,NSA,Criminal Code Traffic ,Other,81,78
2017,D53,Other Criminal Code Violations,Other,474,419
2017,D53,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,56,49
2017,D53,Other Federal Statute Violations,Other,3,2
2017,D54/D55,Controlled Drugs and Substances Act,Other,314,305
2017,D54/D55,Crimes Against Property,Auto Theft,178,38
2017,D54/D55,Crimes Against Property,Break & Enter-Apartment,130,41
2017,D54/D55,Crimes Against Property,Break & Enter-Commercial,164,65
2017,D54/D55,Crimes Against Property,Break & Enter-House,184,52
2017,D54/D55,Crimes Against Property,Break & Enter-Other,30,6
2017,D54/D55,Crimes Against Property,Fraud,593,97
2017,D54/D55,Crimes Against Property,Other,1173,362
2017,D54/D55,Crimes Against Property,Theft Over $5000,74,16
2017,D54/D55,Crimes Against Property,Theft Under $5000,3367,997
2017,D54/D55,Crimes Against the Person,Assault,1339,910
2017,D54/D55,Crimes Against the Person,Attempt Murder,8,7
2017,D54/D55,Crimes Against the Person,Other,450,269
2017,D54/D55,Crimes Against the Person,Robbery-Financial,15,13
2017,D54/D55,Crimes Against the Person,Robbery-Other,299,166
2017,D54/D55,Crimes Against the Person,Sexual Violation,212,103
2017,D54/D55,Criminal Code Traffic ,Other,162,156
2017,D54/D55,Other Criminal Code Violations,Other,1061,953
2017,D54/D55,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,133,119
2017,D54/D55,Other Federal Statute Violations,Other,10,9
2017,NSA,Controlled Drugs and Substances Act,Other,129,119
2017,NSA,Crimes Against Property,Auto Theft,32,0
2017,NSA,Crimes Against Property,Break & Enter-Apartment,8,1
2017,NSA,Crimes Against Property,Break & Enter-Commercial,5,1
2017,NSA,Crimes Against Property,Break & Enter-House,11,4
2017,NSA,Crimes Against Property,Break & Enter-Other,4,3
2017,NSA,Crimes Against Property,Fraud,250,50
2017,NSA,Crimes Against Property,Other,153,53
2017,NSA,Crimes Against Property,Theft Over $5000,17,5
2017,NSA,Crimes Against Property,Theft Under $5000,256,48
2017,NSA,Crimes Against the Person,Assault,225,101
2017,NSA,Crimes Against the Person,Attempt Murder,1,1
2017,NSA,Crimes Against the Person,Other,56,26
2017,NSA,Crimes Against the Person,Robbery-Financial,11,10
2017,NSA,Crimes Against the Person,Robbery-Other,48,18
2017,NSA,Crimes Against the Person,Sexual Violation,138,31
2018,D13,Crimes Against Property,Theft Under $5000,1443,391
2017,D51,Crimes Against Property,Break & Enter-Commercial,190,40
2018,D32,Crimes Against Property,Other,1148,499
2017,NSA,Other Criminal Code Violations,Other,249,220
2018,D13,Crimes Against the Person,Assault,585,389
2017,D51,Crimes Against Property,Break & Enter-House,33,7
2017,D41,Crimes Against Property,Fraud,520,108
2018,D32,Crimes Against Property,Theft Over $5000,115,20
2017,NSA,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,40,38
2018,D13,Crimes Against the Person,Attempt Murder,8,6
2017,D51,Crimes Against Property,Break & Enter-Other,43,11
2017,D41,Crimes Against Property,Other,958,358
2018,D32,Crimes Against Property,Theft Under $5000,3521,1035
2018,D22,Criminal Code Traffic ,Other,98,93
2017,NSA,Other Federal Statute Violations,Other,16,9
2018,D13,Crimes Against the Person,Other,152,81
2017,D51,Crimes Against Property,Fraud,735,192
2017,D41,Crimes Against Property,Theft Over $5000,44,10
2018,D32,Crimes Against the Person,Assault,1175,715
2018,D22,Other Criminal Code Violations,Other,1207,1108
2018,D11,Controlled Drugs and Substances Act,Other,108,100
2018,D13,Crimes Against the Person,Robbery-Financial,13,13
2018,D13,Crimes Against the Person,Robbery-Other,110,43
2018,D13,Crimes Against the Person,Sexual Violation,109,70
2018,D13,Criminal Code Traffic ,Other,75,74
2018,D13,Other Criminal Code Violations,Other,469,421
2018,D13,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,46,35
2018,D13,Other Federal Statute Violations,Other,7,6
2018,D14,Controlled Drugs and Substances Act,Other,359,351
2018,D14,Crimes Against Property,Auto Theft,162,25
2018,D14,Crimes Against Property,Break & Enter-Apartment,233,58
2018,D14,Crimes Against Property,Break & Enter-Commercial,292,78
2018,D14,Crimes Against Property,Break & Enter-House,120,40
2018,D14,Crimes Against Property,Break & Enter-Other,53,14
2018,D14,Crimes Against Property,Fraud,971,353
2018,D14,Crimes Against Property,Other,1200,379
2018,D14,Crimes Against Property,Theft Over $5000,100,22
2018,D14,Crimes Against Property,Theft Under $5000,4568,884
2018,D14,Crimes Against the Person,Assault,1355,834
2018,D14,Crimes Against the Person,Attempt Murder,3,3
2018,D14,Crimes Against the Person,Other,313,168
2018,D14,Crimes Against the Person,Robbery-Financial,9,8
2018,D14,Crimes Against the Person,Robbery-Other,212,99
2018,D14,Crimes Against the Person,Sexual Violation,215,111
2018,D14,Criminal Code Traffic ,Other,95,91
2018,D14,Other Criminal Code Violations,Other,936,833
2018,D14,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,103,97
2018,D14,Other Federal Statute Violations,Other,14,11
2018,D22,Controlled Drugs and Substances Act,Other,112,107
2018,D22,Crimes Against Property,Auto Theft,381,40
2018,D22,Crimes Against Property,Break & Enter-Apartment,82,24
2018,D22,Crimes Against Property,Break & Enter-Commercial,161,50
2018,D22,Crimes Against Property,Break & Enter-House,188,44
2018,D22,Crimes Against Property,Break & Enter-Other,20,5
2018,D22,Crimes Against Property,Fraud,745,123
2018,D22,Crimes Against Property,Other,750,257
2018,D22,Crimes Against Property,Theft Over $5000,110,25
2018,D22,Crimes Against Property,Theft Under $5000,3011,898
2018,D22,Crimes Against the Person,Assault,1083,560
2018,D22,Crimes Against the Person,Attempt Murder,14,10
2018,D22,Crimes Against the Person,Other,266,125
2018,D22,Crimes Against the Person,Robbery-Financial,12,10
2018,D22,Crimes Against the Person,Robbery-Other,142,56
2018,D22,Crimes Against the Person,Sexual Violation,125,61
2017,D51,Crimes Against Property,Other,1219,442
2018,D11,Crimes Against Property,Auto Theft,189,31
2018,D32,Crimes Against the Person,Attempt Murder,25,23
2017,D51,Crimes Against Property,Theft Over $5000,82,11
2018,D11,Crimes Against Property,Break & Enter-Apartment,117,35
2018,D32,Crimes Against the Person,Other,370,170
2017,D51,Crimes Against Property,Theft Under $5000,5465,1398
2018,D11,Crimes Against Property,Break & Enter-Commercial,113,29
2018,D32,Crimes Against the Person,Robbery-Financial,6,6
2017,D51,Crimes Against the Person,Assault,1551,967
2018,D11,Crimes Against Property,Break & Enter-House,131,24
2018,D32,Crimes Against the Person,Robbery-Other,239,69
2017,D51,Crimes Against the Person,Attempt Murder,8,1
2018,D11,Crimes Against Property,Break & Enter-Other,47,7
2018,D32,Crimes Against the Person,Sexual Violation,171,79
2017,D51,Crimes Against the Person,Other,298,163
2018,D11,Crimes Against Property,Fraud,393,53
2018,D11,Crimes Against Property,Other,674,198
2018,D11,Crimes Against Property,Theft Over $5000,41,17
2018,D11,Crimes Against Property,Theft Under $5000,2788,835
2018,D11,Crimes Against the Person,Assault,694,425
2018,D11,Crimes Against the Person,Attempt Murder,1,1
2018,D11,Crimes Against the Person,Other,188,89
2018,D11,Crimes Against the Person,Robbery-Financial,7,7
2018,D11,Crimes Against the Person,Robbery-Other,123,48
2018,D11,Crimes Against the Person,Sexual Violation,104,48
2018,D11,Criminal Code Traffic ,Other,63,59
2018,D11,Other Criminal Code Violations,Other,565,499
2018,D11,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,67,59
2018,D11,Other Federal Statute Violations,Other,9,8
2018,D12,Controlled Drugs and Substances Act,Other,170,159
2018,D12,Crimes Against Property,Auto Theft,278,105
2018,D12,Crimes Against Property,Break & Enter-Apartment,58,21
2018,D12,Crimes Against Property,Break & Enter-Commercial,81,36
2018,D12,Crimes Against Property,Break & Enter-House,51,15
2018,D12,Crimes Against Property,Break & Enter-Other,23,6
2018,D12,Crimes Against Property,Fraud,396,113
2018,D12,Crimes Against Property,Other,543,232
2018,D12,Crimes Against Property,Theft Over $5000,47,14
2018,D12,Crimes Against Property,Theft Under $5000,1440,452
2018,D12,Crimes Against the Person,Assault,682,483
2018,D12,Crimes Against the Person,Attempt Murder,15,13
2018,D12,Crimes Against the Person,Other,175,98
2018,D12,Crimes Against the Person,Robbery-Financial,2,1
2018,D12,Crimes Against the Person,Robbery-Other,141,66
2018,D12,Crimes Against the Person,Sexual Violation,129,60
2018,D12,Criminal Code Traffic ,Other,93,90
2018,D12,Other Criminal Code Violations,Other,559,519
2018,D12,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,93,81
2018,D12,Other Federal Statute Violations,Other,22,19
2018,D13,Controlled Drugs and Substances Act,Other,133,124
2018,D13,Crimes Against Property,Auto Theft,219,35
2018,D13,Crimes Against Property,Break & Enter-Apartment,66,14
2018,D13,Crimes Against Property,Break & Enter-Commercial,71,21
2018,D13,Crimes Against Property,Break & Enter-House,126,28
2018,D13,Crimes Against Property,Break & Enter-Other,27,6
2017,D51,Crimes Against the Person,Robbery-Financial,5,5
2017,D51,Crimes Against the Person,Robbery-Other,308,121
2017,D51,Crimes Against the Person,Sexual Violation,219,108
2017,D51,Criminal Code Traffic ,Other,65,60
2017,D51,Other Criminal Code Violations,Other,1229,1160
2017,D41,Crimes Against Property,Theft Under $5000,2589,783
2017,D51,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,191,182
2017,D51,Other Federal Statute Violations,Other,10,5
2017,D52,Controlled Drugs and Substances Act,Other,194,182
2017,D52,Crimes Against Property,Auto Theft,71,17
2017,D52,Crimes Against Property,Break & Enter-Apartment,121,39
2017,D52,Crimes Against Property,Break & Enter-Commercial,210,90
2017,D52,Crimes Against Property,Break & Enter-House,6,2
2017,D52,Crimes Against Property,Break & Enter-Other,60,19
2017,D52,Crimes Against Property,Fraud,1043,266
2017,D52,Crimes Against Property,Other,1178,481
2017,D52,Crimes Against Property,Theft Over $5000,97,20
2017,D52,Crimes Against Property,Theft Under $5000,5261,1708
2017,D52,Crimes Against the Person,Assault,1460,916
2017,D52,Crimes Against the Person,Attempt Murder,2,2
2017,D52,Crimes Against the Person,Other,374,210
2017,D52,Crimes Against the Person,Robbery-Financial,5,4
2017,D52,Crimes Against the Person,Robbery-Other,198,86
2017,D52,Crimes Against the Person,Sexual Violation,184,93
2017,D52,Criminal Code Traffic ,Other,72,70
2017,D52,Other Criminal Code Violations,Other,1891,1802
2017,D52,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,175,161
2017,D52,Other Federal Statute Violations,Other,31,25
2017,D53,Controlled Drugs and Substances Act,Other,118,107
2017,D53,Crimes Against Property,Auto Theft,99,17
2017,D53,Crimes Against Property,Break & Enter-Apartment,164,49
2017,D53,Crimes Against Property,Break & Enter-Commercial,96,24
2017,D53,Crimes Against Property,Break & Enter-House,197,38
2017,D53,Crimes Against Property,Break & Enter-Other,19,5
2018,D22,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,88,84
2018,D32,Criminal Code Traffic ,Other,100,95
2018,D41,Criminal Code Traffic ,Other,123,118
2018,D32,Other Criminal Code Violations,Other,870,763
2018,D41,Other Criminal Code Violations,Other,1386,1245
2018,D32,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,101,89
2018,D41,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,149,136
2018,D32,Other Federal Statute Violations,Other,12,7
2018,D41,Other Federal Statute Violations,Other,14,14
2018,D33,Controlled Drugs and Substances Act,Other,70,62
2017,D41,Crimes Against the Person,Assault,1303,923
2018,D22,Other Federal Statute Violations,Other,8,7
2018,D42,Controlled Drugs and Substances Act,Other,80,74
2018,D33,Crimes Against Property,Auto Theft,173,16
2017,D41,Crimes Against the Person,Attempt Murder,6,4
2018,D23,Controlled Drugs and Substances Act,Other,106,99
2018,D42,Crimes Against Property,Auto Theft,376,29
2018,D33,Crimes Against Property,Break & Enter-Apartment,107,17
2017,D41,Crimes Against the Person,Other,333,217
2018,D23,Crimes Against Property,Auto Theft,841,76
2018,D42,Crimes Against Property,Break & Enter-Apartment,72,6
2018,D33,Crimes Against Property,Break & Enter-Commercial,61,15
2017,D41,Crimes Against the Person,Robbery-Financial,5,4
2018,D23,Crimes Against Property,Break & Enter-Apartment,77,6
2018,D42,Crimes Against Property,Break & Enter-Commercial,194,23
2018,D33,Crimes Against Property,Break & Enter-House,298,13
2017,D41,Crimes Against the Person,Robbery-Other,260,121
2018,D23,Crimes Against Property,Break & Enter-Commercial,182,40
2018,D42,Crimes Against Property,Break & Enter-House,344,22
2018,D33,Crimes Against Property,Break & Enter-Other,8,0
2017,D41,Crimes Against the Person,Sexual Violation,158,103
2018,D23,Crimes Against Property,Break & Enter-House,104,8
2018,D42,Crimes Against Property,Break & Enter-Other,13,1
2018,D33,Crimes Against Property,Fraud,668,55
2017,D41,Criminal Code Traffic ,Other,125,119
2018,D23,Crimes Against Property,Break & Enter-Other,14,3
2018,D42,Crimes Against Property,Fraud,622,73
2018,D33,Crimes Against Property,Other,481,130
2017,D41,Other Criminal Code Violations,Other,1275,1135
2018,D23,Crimes Against Property,Fraud,655,126
2018,D42,Crimes Against Property,Other,582,149
2018,D33,Crimes Against Property,Theft Over $5000,61,6
2017,D41,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,156,144
2018,D23,Crimes Against Property,Other,613,181
2018,D42,Crimes Against Property,Theft Over $5000,76,12
2018,D33,Crimes Against Property,Theft Under $5000,2005,559
2017,D41,Other Federal Statute Violations,Other,6,5
2017,D42,Controlled Drugs and Substances Act,Other,117,108
2017,D42,Crimes Against Property,Auto Theft,301,19
2017,D42,Crimes Against Property,Break & Enter-Apartment,35,1
2017,D42,Crimes Against Property,Break & Enter-Commercial,194,15
2017,D42,Crimes Against Property,Break & Enter-House,282,20
2017,D42,Crimes Against Property,Break & Enter-Other,11,1
2017,D42,Crimes Against Property,Fraud,596,84
2017,D42,Crimes Against Property,Other,796,204
2017,D42,Crimes Against Property,Theft Over $5000,83,10
2017,D42,Crimes Against Property,Theft Under $5000,1934,480
2017,D42,Crimes Against the Person,Assault,933,624
2017,D42,Crimes Against the Person,Attempt Murder,6,4
2017,D42,Crimes Against the Person,Other,326,168
2017,D42,Crimes Against the Person,Robbery-Financial,3,2
2017,D42,Crimes Against the Person,Robbery-Other,235,84
2017,D42,Crimes Against the Person,Sexual Violation,132,70
2017,D42,Criminal Code Traffic ,Other,160,157
2017,D42,Other Criminal Code Violations,Other,473,404
2017,D42,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,86,81
2017,D42,Other Federal Statute Violations,Other,24,20
2017,D43,Controlled Drugs and Substances Act,Other,361,337
2017,D43,Crimes Against Property,Auto Theft,195,30
2017,D43,Crimes Against Property,Break & Enter-Apartment,97,42
2017,D43,Crimes Against Property,Break & Enter-Commercial,102,26
2017,D43,Crimes Against Property,Break & Enter-House,173,37
2017,D43,Crimes Against Property,Break & Enter-Other,18,7
2017,D43,Crimes Against Property,Fraud,693,129
2017,D43,Crimes Against Property,Other,997,439
2017,D43,Crimes Against Property,Theft Over $5000,74,20
2017,D43,Crimes Against Property,Theft Under $5000,2497,993
2017,D43,Crimes Against the Person,Assault,1468,1050
2017,D43,Crimes Against the Person,Attempt Murder,8,7
